locus tag	gene name	start	end	gene length	amino acid length	strand
SL1344_P1_0071	SL1344_P1_0071	67693	67956	264	87	-1
SL1344_0378	yaiB	436585	436851	267	88	1
SL1344_0800	ybiI	890262	890528	267	88	-1
SL1344_1354	ssaS	1456240	1456506	267	88	1
SL1344_1744	minE	1870487	1870753	267	88	1
SL1344_2750	SL1344_2750	2929642	2929908	267	88	-1
SL1344_3023	ygfY	3227122	3227388	267	88	-1
SL1344_3334	SL1344_3334	3550650	3550916	267	88	1
SL1344_4020	SL1344_4020	4301680	4301946	267	88	-1
SL1344_4239	SL1344_4239	4569886	4570152	267	88	-1
SL1344_P2_0043	ydfB	30103	30369	267	88	1
SL1344_1331	sseA	1440510	1440779	270	89	1
SL1344_1788	SL1344_1788	1913364	1913633	270	89	1
SL1344_1909	fliQ	2023641	2023910	270	89	1
SL1344_3256	rpsO	3472329	3472598	270	89	-1
SL1344_3378	SL1344_3378	3603120	3603389	270	89	-1
SL1344_3745	SL1344_3745	4000864	4001133	270	89	-1
SL1344_3943	yihD	4224288	4224557	270	89	1
SL1344_4248	SL1344_4248	4580663	4580932	270	89	-1
SL1344_4417	SL1344_4417	4751897	4752166	270	89	1
SL1344_P2_0003	yacA	2395	2664	270	89	1
SL1344_P2_0008	yaeB	4897	5166	270	89	-1
SL1344_0329	SL1344_0329	377051	377323	273	90	-1
SL1344_0445	hupB	507591	507863	273	90	1
SL1344_1186	SL1344_1186	1291945	1292217	273	90	1
SL1344_1980	SL1344_1980	2082737	2083009	273	90	1
SL1344_2312	SL1344_2312	2454050	2454322	273	90	-1
SL1344_2836	hypC	3023662	3023934	273	90	1
SL1344_3001	yohL	3205245	3205517	273	90	-1
SL1344_3296	ptsO	3509076	3509348	273	90	1
SL1344_3335	yhcO	3550976	3551248	273	90	-1
SL1344_3538	yhhL	3762252	3762524	273	90	1
SL1344_4109	hupA	4408040	4408312	273	90	1
SL1344_4129	yjbD	4437634	4437906	273	90	-1
SL1344_4427A	SL1344_4427A	4772931	4773204	274	90,33333333	1
SL1344_0361	yahO	415162	415437	276	91	1
SL1344_1235	SL1344_1235	1337071	1337346	276	91	1
SL1344_1558	SL1344_1558	1675676	1675951	276	91	-1
STsORF61	STsORF61	1913776	1914051	276	91	1
SL1344_2021	pduJ	2120759	2121034	276	91	1
SL1344_2025	pduN	2122644	2122919	276	91	1
SL1344_2349	yfcL	2489764	2490039	276	91	-1
SL1344_2936	SL1344_2936	3123903	3124178	276	91	-1
SL1344_3086	yggX	3290468	3290743	276	91	1
SL1344_3483	SL1344_3483	3701215	3701490	276	91	-1
SL1344_3707	rpoZ	3955090	3955365	276	91	1
SL1344_4322	yjfY	4650348	4650623	276	91	-1
SL1344_1227	yeaC	1327338	1327616	279	92	1
SL1344_1710	ychH	1837416	1837694	279	92	-1
SL1344_3403	rpsS	3614990	3615268	279	92	-1
SL1344_0677	ybfE	757232	757513	282	93	-1
SL1344_0725	ybgE	811928	812209	282	93	1
SL1344_1023	yccX	1129896	1130177	282	93	1
SL1344_1543	SL1344_1543	1659766	1660047	282	93	1
SL1344_1998	cbiN	2100402	2100683	282	93	-1
SL1344_2130	yehE	2245622	2245903	282	93	-1
SL1344_2586	SL1344_2586	2764017	2764298	282	93	-1
SL1344_3870	ppiC	4140489	4140770	282	93	-1
SL1344_4199	yjcB	4522829	4523110	282	93	-1
SL1344_P2_0004	yacB	2661	2942	282	93	1
SL1344_0155	SL1344_0155	182724	183008	285	94	1
SL1344_0386	yaiE	442093	442377	285	94	1
SL1344_0919	himD	1024187	1024471	285	94	1
SL1344_1415	asr	1518912	1519196	285	94	-1
SL1344_1479	SL1344_1479	1583418	1583702	285	94	-1
SL1344_2014	pduA	2114561	2114845	285	94	1
SL1344_2201	rplY	2324149	2324433	285	94	1
SL1344_2359	yfcZ	2499456	2499740	285	94	-1
SL1344_2599	SL1344_2599	2775738	2776022	285	94	1
SL1344_2733	SL1344_2733	2911390	2911674	285	94	1
SL1344_3232	gatB	3449315	3449599	285	94	1
SL1344_4380	relE	4712263	4712547	285	94	1
SL1344_P1_0104	SL1344_P1_0104	93464	93748	285	94	-1
SL1344_P2_0053	pndC	41782	42066	285	94	1
SL1344_P3_0011	mobC	5666	5950	285	94	1
SL1344_0079	fixX	91747	92034	288	95	1
SL1344_1768	SL1344_1768	1894129	1894416	288	95	-1
SL1344_3125	yghW	3334655	3334942	288	95	-1
SL1344_3278	nlp	3495967	3496254	288	95	1
SL1344_3293	yhbH	3507283	3507570	288	95	1
SL1344_3416	yheL	3624317	3624604	288	95	-1
SL1344_3618	SL1344_3618	3859524	3859811	288	95	-1
SL1344_3749	SL1344_3749	4004977	4005264	288	95	-1
SL1344_4154	SL1344_4154	4458416	4458703	288	95	-1
SL1344_4250	rtsB	4581178	4581465	288	95	-1
SL1344_4459	SL1344_4459	4806232	4806519	288	95	1
SL1344_P2_0103	traA	85922	86209	288	95	-1
SL1344_0083	SL1344_0083	94774	95064	291	96	-1
SL1344_0546	SL1344_0546	613262	613552	291	96	-1
SL1344_0637	SL1344_0637	711405	711695	291	96	1
SL1344_0849	ybjC	944768	945058	291	96	1
SL1344_0956	SL1344_0956	1065290	1065580	291	96	1
SL1344_1260	ydiZ	1361556	1361846	291	96	-1
SL1344_1816	yebG	1932811	1933101	291	96	-1
SL1344_1978	SL1344_1978	2081235	2081525	291	96	1
SL1344_2207	SL1344_2207	2329208	2329498	291	96	1
SL1344_2428	eutM	2572928	2573218	291	96	-1
SL1344_2658	rnfH	2836766	2837056	291	96	-1
SL1344_2732	SL1344_2732	2910939	2911229	291	96	-1
SL1344_2884	SL1344_2884	3069908	3070198	291	96	1
SL1344_3077	yggU	3282933	3283223	291	96	1
SL1344_3394	rpsN	3611322	3611612	291	96	-1
SL1344_3614	yiaG	3857175	3857465	291	96	1
SL1344_3761	ilvN	4016935	4017225	291	96	-1
SL1344_3980	SL1344_3980	4263386	4263676	291	96	1
SL1344_4132	SL1344_4132	4440132	4440422	291	96	-1
SL1344_P1_0078	SL1344_P1_0078	72929	73219	291	96	-1
SL1344_P2_0073	traK	62907	63197	291	96	-1
SL1344_P2_0034	ychA	22606	22898	293	96,66666667	1
SL1344_0060	citD2	69713	70006	294	97	1
SL1344_1109	flgM	1213188	1213481	294	97	-1
SL1344_1285	ydiT	1388773	1389066	294	97	-1
SL1344_3270	yhbY	3488897	3489190	294	97	1
SL1344_3280	yrbA	3497625	3497918	294	97	-1
SL1344_3739	SL1344_3739	3996858	3997151	294	97	1
SL1344_4028	yneC	4310544	4310837	294	97	1
SL1344_4253	SL1344_4253	4583140	4583433	294	97	1
SL1344_4266	groES	4595355	4595648	294	97	1
SL1344_P1_0013	traQ	15915	16208	294	97	-1
SL1344_0611	citD	685761	686057	297	98	-1
STsORF34	STsORF34	1170429	1170725	297	98	1
SL1344_1669	yciI	1789065	1789361	297	98	1
SL1344_2705	SL1344_2705	2885312	2885608	297	98	-1
SL1344_2916	ygbF	3100256	3100552	297	98	-1
SL1344_3281	yrbB	3498067	3498363	297	98	-1
SL1344_3358	fis	3577682	3577978	297	98	1
SL1344_P1_0082	SL1344_P1_0082	75427	75723	297	98	1
SL1344_P2_0054A	SL1344_P2_0054A	42696	42992	297	98	1
SL1344_0947	SL1344_0947	1060835	1061134	300	99	-1
SL1344_0974	SL1344_0974	1079721	1080020	300	99	1
SL1344_0994	SL1344_0994	1098604	1098903	300	99	-1
SL1344_1464	SL1344_1464	1567242	1567541	300	99	-1
SL1344_1580	SL1344_1580	1698618	1698917	300	99	1
SL1344_1630	ycjE	1748572	1748871	300	99	1
SL1344_1922	SL1344_1922	2034188	2034487	300	99	-1
SL1344_2427	eutN	2572528	2572827	300	99	-1
SL1344_2753	SL1344_2753	2933257	2933556	300	99	1
SL1344_3064	yqgD	3272040	3272339	300	99	-1
SL1344_3169	yqiC	3379646	3379945	300	99	1
SL1344_3203	yqjK	3418206	3418505	300	99	1
SL1344_1953	SL1344_1953	2061365	2061667	303	100	-1
SL1344_2288	nuoK	2427215	2427517	303	100	-1
SL1344_2670	gpE	2860416	2860718	303	100	-1
SL1344_3405	rplW	3616124	3616426	303	100	-1
SL1344_3622	SL1344_3622	3864214	3864516	303	100	-1
SL1344_4312	yjfO	4642267	4642569	303	100	-1
SL1344_4354A	SL1344_4354A	4686042	4686344	303	100	-1
SL1344_4372	SL1344_4372	4705235	4705537	303	100	1
SL1344_4460	SL1344_4460	4806506	4806808	303	100	1
SL1344_P1_0086	pefB	79178	79480	303	100	1
SL1344_1050	yccD	1155016	1155321	306	101	-1
SL1344_1872	SL1344_1872	1990157	1990462	306	101	-1
SL1344_2852	prgJ	3038327	3038632	306	101	-1
SL1344_3870A	SL1344_3870A	4140775	4141080	306	101	1
SL1344_4317	sgaB	4647226	4647531	306	101	1
SL1344_P1_0079	ccdB	73221	73526	306	101	-1
SL1344_0291	SL1344_0291	339522	339830	309	102	1
SL1344_0373	yaiY	432212	432520	309	102	-1
SL1344_1430	ynfD	1536401	1536709	309	102	-1
SL1344_1641	yciS	1759544	1759852	309	102	-1
SL1344_4295	hfq	4625156	4625464	309	102	1
SL1344_P1_0018	SL1344_P1_0018	20311	20619	309	102	-1
SL1344_0460	ybaZ	523445	523756	312	103	-1
SL1344_0544	SL1344_0544	611721	612032	312	103	-1
SL1344_0955	SL1344_0955	1064901	1065212	312	103	1
SL1344_1212	SL1344_1212	1310992	1311303	312	103	1
SL1344_1273	himA	1375910	1376221	312	103	1
SL1344_2280	elaB	2416494	2416805	312	103	-1
SL1344_2910	ftsB	3094035	3094346	312	103	-1
SL1344_3026	yqfB	3229557	3229868	312	103	-1
SL1344_3276	rplU	3494195	3494506	312	103	-1
SL1344_3408	rpsJ	3617701	3618012	312	103	-1
SL1344_3428	SL1344_3428	3633608	3633919	312	103	-1
SL1344_3977	SL1344_3977	4261530	4261841	312	103	-1
SL1344_3979	SL1344_3979	4263074	4263385	312	103	1
SL1344_P1_0031	traL	30534	30845	312	103	-1
SL1344_P2_0026	ycdA	18418	18730	313	103,3333333	1
SL1344_0292	SL1344_0292	339867	340180	314	103,6666667	-1
SL1344_1190	SL1344_1190	1294980	1295294	315	104	-1
SL1344_1264	SL1344_1264	1365073	1365387	315	104	1
SL1344_1616	pspE	1737327	1737641	315	104	-1
SL1344_1678	SL1344_1678	1798160	1798474	315	104	1
SL1344_1897	fliE	2013576	2013890	315	104	-1
SL1344_2125	SL1344_2125	2239971	2240285	315	104	1
SL1344_3154	ygiN	3364227	3364541	315	104	1
SL1344_3396	rplX	3612196	3612510	315	104	-1
SL1344_3992	yiiL	4274934	4275248	315	104	-1
SL1344_4152	SL1344_4152	4457481	4457795	315	104	-1
SL1344_4210	yjcH	4534446	4534760	315	104	-1
SL1344_4283	yjeO	4609433	4609747	315	104	1
SL1344_4325	priB	4651496	4651810	315	104	1
SL1344_0440	bolA	500487	500804	318	105	1
SL1344_0630	ybeB	703836	704153	318	105	-1
SL1344_0962	SL1344_0962	1068940	1069257	318	105	1
SL1344_1019	yccV	1126693	1127010	318	105	-1
SL1344_2559	SL1344_2559	2743940	2744257	318	105	-1
SL1344_3244	yhbQ	3459436	3459753	318	105	1
SL1344_3866	SL1344_3866	4137213	4137530	318	105	1
SL1344_4048	metJ	4330569	4330886	318	105	-1
SL1344_4147	SL1344_4147	4454362	4454679	318	105	-1
SL1344_4275	sugE	4602081	4602398	318	105	1
SL1344_P2_0014	ybaA	10658	10977	320	105,6666667	1
SL1344_0379	psiF	437203	437523	321	106	1
SL1344_0861	SL1344_0861	955159	955479	321	106	1
SL1344_0883	clpS	978884	979204	321	106	1
SL1344_1083	ymdA	1188744	1189064	321	106	1
SL1344_1247	celA	1348660	1348980	321	106	1
SL1344_2721	SL1344_2721	2897574	2897894	321	106	1
SL1344_2975	comQ	3177561	3177881	321	106	-1
SL1344_3898	cyaY	4172092	4172412	321	106	-1
SL1344_4062	frwB	4349833	4350153	321	106	1
SL1344_4311	yjfN	4641861	4642181	321	106	-1
SL1344_P1_0033	traY	31264	31584	321	106	-1
SL1344_0322	SL1344_0322	370217	370540	324	107	1
SL1344_0869	SL1344_0869	961904	962227	324	107	1
SL1344_0973	SL1344_0973	1079405	1079728	324	107	1
SL1344_1574	ydbL	1693484	1693807	324	107	-1
SL1344_1945	SL1344_1945	2054744	2055067	324	107	-1
SL1344_2503	iscA	2678487	2678810	324	107	-1
SL1344_2617	yfiM	2794468	2794791	324	107	1
SL1344_3744	SL1344_3744	4000450	4000773	324	107	1
SL1344_3989	SL1344_3989	4273214	4273537	324	107	-1
SL1344_4094	SL1344_4094	4395609	4395932	324	107	1
SL1344_4201	soxS	4525262	4525585	324	107	-1
SL1344_P1_0042	SL1344_P1_0042	40158	40481	324	107	-1
SL1344_0908	SL1344_0908	1010171	1010497	327	108	-1
SL1344_1028	SL1344_1028	1133859	1134185	327	108	1
SL1344_1082	csgC	1188287	1188613	327	108	1
SL1344_1197	SL1344_1197	1302170	1302496	327	108	1
SL1344_1434	ynfA	1538654	1538980	327	108	1
SL1344_1638	yciH	1757114	1757440	327	108	-1
SL1344_1939	SL1344_1939	2050969	2051295	327	108	-1
SL1344_1987	SL1344_1987	2090672	2090998	327	108	-1
SL1344_2375	ypeC	2521048	2521374	327	108	1
SL1344_2882	SL1344_2882	3068893	3069219	327	108	-1
SL1344_3083	yggL	3288188	3288514	327	108	-1
SL1344_3442	nirD	3647538	3647864	327	108	1
SL1344_3492	glpE	3709527	3709853	327	108	-1
SL1344_4141	gtrAb	4448208	4448534	327	108	-1
SL1344_4510	trpR	4861610	4861936	327	108	1
SL1344_0029	SL1344_0029	32116	32445	330	109	1
SL1344_0434	cyoD	493742	494071	330	109	-1
SL1344_0478	ybaB	542369	542698	330	109	1
SL1344_0550	SL1344_0550	618078	618407	330	109	-1
SL1344_0892	SL1344_0892	987030	987359	330	109	-1
SL1344_1024	yccK	1130174	1130503	330	109	-1
SL1344_1174	SL1344_1174	1280075	1280404	330	109	-1
SL1344_1379	mliC	1479168	1479497	330	109	1
SL1344_1413	ydgE	1517453	1517782	330	109	1
SL1344_1492	hdeB	1600411	1600740	330	109	-1
SL1344_1671	yciU	1791215	1791544	330	109	1
SL1344_2213	SL1344_2213	2334914	2335243	330	109	-1
SL1344_2415	SL1344_2415	2559841	2560170	330	109	1
SL1344_2469	SL1344_2469	2619659	2619988	330	109	1
SL1344_2557	SL1344_2557	2740541	2740870	330	109	-1
SL1344_2946	yqcC	3137789	3138118	330	109	-1
SL1344_3036	ygfE	3242447	3242776	330	109	1
SL1344_3875	trxA	4146381	4146710	330	109	1
SL1344_0401	yajC	461457	461789	333	110	1
SL1344_0670	ybfN	750401	750733	333	110	1
SL1344_0981	SL1344_0981	1085560	1085892	333	110	1
SL1344_1481	SL1344_1481	1584297	1584629	333	110	1
SL1344_1741	ycgL	1868521	1868853	333	110	-1
SL1344_1874	SL1344_1874	1992348	1992680	333	110	-1
SL1344_3264	secG	3482557	3482889	333	110	-1
SL1344_3384	rpsK	3606452	3606784	333	110	-1
SL1344_3402	rplV	3614643	3614975	333	110	-1
SL1344_4258	SL1344_4258	4586580	4586912	333	110	1
SL1344_4454	symE	4797630	4797962	333	110	-1
SL1344_P2_0048	nikA	33969	34301	333	110	1
SL1344_0698	SL1344_0698	782065	782400	336	111	1
SL1344_0965A	SL1344_0965A	1071458	1071793	336	111	1
SL1344_1406	ydgC	1509000	1509335	336	111	1
SL1344_1867	SL1344_1867	1986384	1986719	336	111	1
SL1344_2035	yeeX	2131363	2131698	336	111	-1
SL1344_2115	SL1344_2115	2230832	2231167	336	111	-1
SL1344_2433	eutS	2576231	2576566	336	111	-1
SL1344_2500	fdx	2675576	2675911	336	111	-1
SL1344_3555	uspB	3781454	3781789	336	111	-1
SL1344_3777	yidQ	4031949	4032284	336	111	1
SL1344_4226	phnA	4551459	4551794	336	111	-1
SL1344_P2_0045	ydhA	32007	32342	336	111	1
SL1344_P2_0047A	SL1344_P2_0047A	33401	33736	336	111	-1
SL1344_0456	glnK	520012	520350	339	112	1
SL1344_1583	SL1344_1583	1703468	1703806	339	112	-1
SL1344_2523	glnB	2701376	2701714	339	112	-1
SL1344_2624	yfiA	2808081	2808419	339	112	1
SL1344_2632	SL1344_2632	2816456	2816794	339	112	-1
SL1344_2637	SL1344_2637	2818847	2819185	339	112	1
SL1344_2657	smpA	2836262	2836600	339	112	1
SL1344_2786	ygaM	2971885	2972223	339	112	1
SL1344_3859	yifE	4128045	4128383	339	112	1
SL1344_4188	SL1344_4188	4493593	4493931	339	112	-1
SL1344_4370	SL1344_4370	4704524	4704862	339	112	1
SL1344_0569	ramA	638504	638845	342	113	1
SL1344_0950	SL1344_0950	1061617	1061958	342	113	-1
SL1344_1029	pipC	1134195	1134536	342	113	-1
SL1344_1246	osmE	1348018	1348359	342	113	1
SL1344_1433	ynfB	1538160	1538501	342	113	-1
SL1344_1460	hypA	1564527	1564868	342	113	-1
SL1344_1736	SL1344_1736	1866006	1866347	342	113	1
SL1344_2704	SL1344_2704	2885007	2885348	342	113	-1
SL1344_3118	hybF	3328181	3328522	342	113	-1
SL1344_3867	SL1344_3867	4137527	4137868	342	113	1
SL1344_0015	SL1344_0015	16088	16432	345	114	1
SL1344_0205	yadR	240160	240504	345	114	1
SL1344_1185	pliC	1290898	1291242	345	114	-1
SL1344_1562	SL1344_1562	1679493	1679837	345	114	-1
SL1344_1751	yoaB	1878124	1878468	345	114	1
SL1344_1957	SL1344_1957	2063618	2063962	345	114	-1
SL1344_2197	yejG	2319464	2319808	345	114	-1
SL1344_2840	ygbA	3028421	3028765	345	114	-1
SL1344_4095	SL1344_4095	4395938	4396282	345	114	-1
SL1344_4344	ytfP	4672145	4672489	345	114	1
SL1344_0066A	SL1344_0066A	75091	75438	348	115	1
SL1344_0168	yacC	195979	196326	348	115	-1
SL1344_0406	yajD	466047	466394	348	115	1
SL1344_0715	sdhD	797786	798133	348	115	1
SL1344_0954	SL1344_0954	1064557	1064904	348	115	1
SL1344_1213	yeaO	1311289	1311636	348	115	-1
SL1344_1249	celC	1350472	1350819	348	115	1
SL1344_1365	ydhD	1468129	1468476	348	115	1
SL1344_2568	SL1344_2568	2749664	2750011	348	115	-1
SL1344_2646	rpl19	2826061	2826408	348	115	-1
SL1344_2881	SL1344_2881	3068273	3068620	348	115	1
SL1344_3773	yidH	4028049	4028396	348	115	-1
SL1344_4155	SL1344_4155	4459279	4459626	348	115	1
SL1344_4261	cutA	4589642	4589989	348	115	-1
SL1344_P2_0013	imm	10192	10539	348	115	-1
SL1344_P2_0069	traL	58119	58466	348	115	-1
SL1344_1860	flhD	1979284	1979634	351	116	-1
SL1344_1952	SL1344_1952	2060954	2061304	351	116	-1
SL1344_2020	pduH	2120390	2120740	351	116	1
SL1344_2031	pduU	2128363	2128713	351	116	1
SL1344_2785	ygaC	2971385	2971735	351	116	-1
SL1344_P1_0072	SL1344_P1_0072	68174	68524	351	116	1
SL1344_P1_0093	SL1344_P1_0093	85923	86273	351	116	1
SL1344_1697	ychN	1825176	1825529	354	117	1
SL1344_1807	SL1344_1807	1925864	1926217	354	117	-1
SL1344_1815	yebF	1932390	1932743	354	117	-1
SL1344_2634	SL1344_2634	2817762	2818115	354	117	1
SL1344_3391	rl18	3609987	3610340	354	117	-1
SL1344_3624	yiaB	3865700	3866053	354	117	-1
SL1344_3895	SL1344_3895	4170566	4170919	354	117	1
SL1344_4065	frwD	4353395	4353748	354	117	1
SL1344_P2_0083	shfC	70653	71006	354	117	1
SL1344_1270	rpl20	1371873	1372229	357	118	1
SL1344_1940	SL1344_1940	2051292	2051648	357	118	-1
SL1344_2445	yffB	2595050	2595406	357	118	1
SL1344_2470	SL1344_2470	2620008	2620364	357	118	-1
SL1344_2834	SL1344_2834	3022374	3022730	357	118	1
SL1344_2911	ygbE	3094537	3094893	357	118	-1
SL1344_3385	rpsM	3606858	3607214	357	118	-1
SL1344_3417	yheM	3624612	3624968	357	118	-1
SL1344_3570	SL1344_3570	3800431	3800787	357	118	1
SL1344_4187	yjbR	4493236	4493592	357	118	1
SL1344_P1_0050	SL1344_P1_0050	44736	45092	357	118	-1
SL1344_0344	SL1344_0344	391476	391835	360	119	1
SL1344_1142	ycfF	1246545	1246904	360	119	1
SL1344_1297	ydiL	1401156	1401515	360	119	-1
SL1344_1456	yneG	1560423	1560782	360	119	1
SL1344_1618	pspC	1737958	1738317	360	119	-1
SL1344_1958	SL1344_1958	2064488	2064847	360	119	-1
SL1344_2458	yfgD	2607190	2607549	360	119	1
SL1344_2566	SL1344_2566	2748164	2748523	360	119	-1
SL1344_2679	gpW	2867446	2867805	360	119	-1
SL1344_2816	gutM	3003656	3004015	360	119	1
SL1344_3194	ygjP	3410419	3410778	360	119	1
SL1344_3743	SL1344_3743	4000107	4000466	360	119	1
SL1344_3807	rnpA	4067156	4067515	360	119	1
SL1344_4077	yijD	4367668	4368027	360	119	1
SL1344_4138	SL1344_4138	4445212	4445571	360	119	-1
SL1344_4277	frdD	4603060	4603419	360	119	-1
SL1344_1206	yeaR	1308259	1308620	362	119,6666667	1
SL1344_0161	yacL	189599	189961	363	120	1
SL1344_0549	gtrAa	616848	617210	363	120	-1
SL1344_1049	SL1344_1049	1154000	1154362	363	120	-1
SL1344_1052	scsA	1156476	1156838	363	120	1
SL1344_1412	ydgF	1517104	1517466	363	120	1
SL1344_2379	yfeC	2527069	2527431	363	120	1
SL1344_2814	slrB	3002427	3002789	363	120	1
SL1344_2928	ptpS	3114946	3115308	363	120	1
SL1344_3179	folB	3392191	3392553	363	120	-1
SL1344_3654	yibL	3900964	3901326	363	120	1
SL1344_3772	yidG	4027697	4028059	363	120	-1
SL1344_3897	SL1344_3897	4171659	4172021	363	120	1
SL1344_4371	SL1344_4371	4704873	4705235	363	120	1
SL1344_P1_0032	traA	30860	31222	363	120	-1
SL1344_0121	ftsL	141348	141713	366	121	1
SL1344_0404	SL1344_0404	464794	465159	366	121	1
SL1344_3206	yhaH	3420313	3420678	366	121	1
SL1344_4091	rplL	4386556	4386921	366	121	1
SL1344_0567	ybdF	637266	637634	369	122	-1
SL1344_1303	sufA	1409167	1409535	369	122	1
SL1344_1347	ssaM	1450155	1450523	369	122	1
SL1344_1791	SL1344_1791	1915403	1915771	369	122	1
SL1344_1891	fliT	2008795	2009163	369	122	1
SL1344_2215	SL1344_2215	2336900	2337268	369	122	-1
SL1344_2344	SL1344_2344	2484631	2484999	369	122	1
SL1344_3201	yqjC	3417093	3417461	369	122	1
SL1344_3380	yhdN	3603883	3604251	369	122	-1
SL1344_3524	kil	3749258	3749626	369	122	-1
SL1344_3717	SL1344_3717	3970301	3970669	369	122	-1
SL1344_4173	dgkA	4480063	4480431	369	122	1
SL1344_0713	SL1344_0713	796623	796994	372	123	1
SL1344_3397	rplN	3612521	3612892	372	123	-1
SL1344_4268	yjeI	4597564	4597935	372	123	1
SL1344_0447	comE1	510175	510549	375	124	1
SL1344_0467	ybaJ	527865	528239	375	124	-1
SL1344_0951	C1	1062352	1062726	375	124	1
SL1344_1090	msyB	1196932	1197306	375	124	-1
SL1344_1143	ycfL	1246907	1247281	375	124	1
SL1344_1351	ssaP	1454205	1454579	375	124	1
SL1344_2342	SL1344_2342	2483667	2484041	375	124	-1
SL1344_2685	SL1344_2685	2869840	2870214	375	124	-1
SL1344_2735	SL1344_2735	2912305	2912679	375	124	1
SL1344_3101	SL1344_3101	3307823	3308197	375	124	-1
SL1344_3415	rpsL	3623817	3624191	375	124	-1
SL1344_P2_0020	SL1344_P2_0020	14855	15229	375	124	1
SL1344_4445A	SL1344_4445A	4789348	4789723	376	124,3333333	-1
SL1344_0090	apaG	102286	102663	378	125	-1
SL1344_0847	ybjM	943926	944303	378	125	1
SL1344_1350	ssaO	1453847	1454224	378	125	1
SL1344_1907	fliO	2022517	2022894	378	125	1
SL1344_2272	SL1344_2272	2408662	2409039	378	125	1
SL1344_2697	SL1344_2697	2879070	2879447	378	125	-1
SL1344_4257	SL1344_4257	4586131	4586508	378	125	-1
SL1344_0181	panD	211027	211407	381	126	-1
SL1344_1043	hpaF	1148158	1148538	381	126	1
SL1344_1809	yobA	1927110	1927490	381	126	-1
SL1344_2401	yfeK	2548304	2548684	381	126	1
SL1344_2539	acpS	2719779	2720159	381	126	-1
SL1344_2889	SL1344_2889	3075478	3075858	381	126	-1
SL1344_3104	iraD	3311295	3311675	381	126	-1
SL1344_3839	atpI	4101487	4101867	381	126	-1
SL1344_3907	yigF	4180719	4181099	381	126	-1
SL1344_P1_0035	traM	32464	32844	381	126	-1
SL1344_0273	SL1344_0273	318129	318512	384	127	1
SL1344_0618	ccrB	692670	693053	384	127	-1
SL1344_0829	bssR	924346	924729	384	127	1
SL1344_2565	SL1344_2565	2747770	2748153	384	127	-1
SL1344_2593	SL1344_2593	2768450	2768833	384	127	1
SL1344_2610	yfiD	2786319	2786702	384	127	-1
SL1344_3200	yqjB	3416565	3416948	384	127	1
SL1344_3381	rplQ	3604359	3604742	384	127	-1
SL1344_3531	yhhK	3755246	3755629	384	127	1
SL1344_4086	secE	4383348	4383731	384	127	1
SL1344_0212	yaeH	247314	247700	387	128	-1
SL1344_0736	ybgS	822322	822708	387	128	-1
SL1344_1896	SL1344_1896	2013070	2013456	387	128	1
SL1344_1988	SL1344_1988	2090992	2091378	387	128	-1
SL1344_2504	nifU	2678839	2679225	387	128	-1
SL1344_3418	yheN	3624968	3625354	387	128	-1
SL1344_4335	ytfH	4659696	4660082	387	128	1
SL1344_4369	cybC	4703860	4704246	387	128	1
SL1344_4389	yjgF	4723616	4724002	387	128	-1
SL1344_P1_0021	trbI	22256	22642	387	128	-1
SL1344_0236	yaeR	278214	278603	390	129	1
SL1344_0714	sdhC	797403	797792	390	129	1
SL1344_1449	marA	1553947	1554336	390	129	-1
SL1344_1478	SL1344_1478	1582858	1583247	390	129	-1
SL1344_1702	sirC	1828965	1829354	390	129	-1
SL1344_1851	cheY	1969850	1970239	390	129	-1
SL1344_2172	SL1344_2172	2290004	2290393	390	129	-1
SL1344_3030	gcvH	3235893	3236282	390	129	-1
SL1344_3899	SL1344_3899	4172482	4172871	390	129	-1
SL1344_1445	ydeI	1550184	1550576	393	130	1
SL1344_1847	flhE	1965387	1965779	393	130	-1
SL1344_2380	yfeD	2527433	2527825	393	130	1
SL1344_2859	sicP	3046265	3046657	393	130	-1
SL1344_3150	ygiW	3360958	3361350	393	130	-1
SL1344_3316	rpsI	3533823	3534215	393	130	-1
SL1344_3393	rpsH	3610896	3611288	393	130	-1
SL1344_P2_0022	stbB	16446	16838	393	130	1
SL1344_0069	caiF	80551	80946	396	131	1
