locus tag	gene name	function	log2FC	logCPM	PValue	q.value
SL1344_0299	ybeJ	conserved hypothetical protein	-0.098	7.500	0.457	0.860
SL1344_0300	sinR	LysR-family transcriptional regulator (SPI-6 associated)	-0.033	8.067	0.804	0.997
SL1344_0301	SL1344_0301	conserved hypothetical protein (SPI-6 associated)	-0.051	7.023	0.722	0.975
SL1344_0302	pagN	possible outer membrane adhesin	0.174	8.769	0.149	0.574
SL1344_0303	sciZ	probable secreted protein (SPI-6 associated)	-0.043	7.422	0.746	0.977
SL1344_0304	yafV	possible hydrolase	-0.312	3.670	0.548	0.912
SL1344_0305	fadE	possible acyl-CoA dehydrogenase	-0.111	6.957	0.417	0.838
SL1344_0307	yafJ	conserved hypothetical protein	-0.041	7.572	0.791	0.992
SL1344_0308	yafK	hypothetical exported protein	-0.195	5.541	0.431	0.845
SL1344_0309	dbh	DNA polymerase IV	0.024	8.829	0.847	1.000
SL1344_0310	SL1344_0310	pseudogene	0.023	7.168	0.894	1.000
SL1344_0311	prfH	hypothetical peptide chain release factor	-0.222	5.253	0.308	0.759
SL1344_0312	pepD	aminoacyl-histidine dipeptidase precursor	-0.325	6.897	0.035	0.262
SL1344_0313	gpt	xanthine-guanine phosphoribosyltransferase	-0.439	5.587	0.035	0.266
SL1344_0314	frsA	conserved hypothetical protein	-0.083	5.816	0.708	0.972
SL1344_0315	crl	curlin genes transcriptional activator	0.053	6.428	0.770	0.988
SL1344_0316	phoE	outer membrane pore protein E precursor	0.046	7.839	0.706	0.972
SL1344_0317	proB	glutamate 5-kinase	0.217	4.500	0.564	0.925
SL1344_0318	proA	gamma-glutamyl phosphate reductase	-0.013	5.872	1.000	1.000
SL1344_0319	SL1344_0319	hypothetical IS3 transposase	-0.304	4.672	0.326	0.778
SL1344_0320	dhaF	pseudogene	-0.059	4.572	0.941	1.000
SL1344_0322	SL1344_0322	conserved hypothetical protein	0.003	5.798	1.000	1.000
SL1344_0323	SL1344_0323	hypothetical permease/MSF transporter	0.103	8.548	0.398	0.826
SL1344_0324	leuC2	3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2). 3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2)	0.090	7.083	0.486	0.878
SL1344_0325	leuD2	3-isopropylmalate dehydratase small subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2)	0.080	4.952	0.802	0.996
SL1344_0326	SL1344_0326	hypothetical fumarylacetoacetate (faa) hydrolase	0.147	5.022	0.593	0.937
SL1344_0327	SL1344_0327	hypothetical hydrolase or acyltransferase	0.023	4.783	1.000	1.000
SL1344_0328	SL1344_0328	hypothetical lysR family transcriptional regulator	0.080	7.740	0.548	0.912
SL1344_0329	SL1344_0329	conserved hypothetical protein	-0.236	6.399	0.129	0.543
SL1344_0330	SL1344_0330	probable secreted protein	0.287	5.330	0.240	0.691
SL1344_0331	stbE	fimbrial chaperone protein	0.079	7.545	0.626	0.952
SL1344_0332	stbD	hypothetical fimbrial protein	0.092	7.311	0.552	0.914
SL1344_0333	stbC	outer membrane fimbrial usher protein	-0.025	7.338	0.853	1.000
SL1344_0334	stbB	fimbrial chaperone protein	0.022	6.983	0.864	1.000
SL1344_0335	stbA	probable fimbrial protein	0.031	8.077	0.802	0.996
SL1344_0336	SL1344_0336	possible transmembrane regulator	-0.046	8.908	0.691	0.968
SL1344_0337	SL1344_0337	hypothetical periplasmic protein	-0.042	7.191	0.772	0.988
SL1344_0338	SL1344_0338	hypothetical rtn protein	-0.057	9.588	0.613	0.946
SL1344_0339	SL1344_0339	possible transmembrane regulator	-0.017	8.608	0.894	1.000
SL1344_0340	SL1344_0340	hypothetical protein	0.081	7.513	0.592	0.937
SL1344_0341	SL1344_0341	possible outer membrane protein	-0.171	6.763	0.228	0.680
SL1344_0342	SL1344_0342	possible transcriptionl regulator	0.044	6.470	0.786	0.990
SL1344_0343	SL1344_0343	probable secreted protein	-0.177	6.896	0.231	0.682
SL1344_0344	SL1344_0344	probable lipoprotein	0.085	6.701	0.582	0.932
SL1344_0345	SL1344_0345	hypothetical outer membrane efflux lipoprotein	-0.009	7.350	0.982	1.000
SL1344_0346	SL1344_0346	hypothetical cation efflux protein	-0.047	7.592	0.715	0.975
SL1344_0347	SL1344_0347	hypothetical cation efflux pump	0.092	6.586	0.539	0.904
SL1344_0348	SL1344_0348	hypothetical cation transport atpase (ec 3.6.1.-)	-0.051	7.775	0.694	0.970
SL1344_0349	SL1344_0349	hypothetical transcriptional regulatory protein	-0.333	5.654	0.151	0.576
SL1344_0350	SL1344_0350	hypothetical metal-binding transport protein	0.276	3.257	0.714	0.975
SL1344_0351	SL1344_0351	hypothetical metabolite transport protein	-0.105	7.322	0.462	0.861
SL1344_0352	mod	type III restriction-modification system enzyme (StyLTI) modification methylase	0.084	8.175	0.503	0.889
SL1344_0353	res	type III restriction-modification system enzyme (StyLTI) (ec 3.1.21.5)	0.166	9.112	0.143	0.562
SL1344_0354	SL1344_0354	hypothetical protein	-0.016	3.253	1.000	1.000
SL1344_0355	SL1344_0355	probable terminal oxidase subunit I	-0.112	6.882	0.439	0.849
SL1344_0356	SL1344_0356	probable terminal oxidase subunit II	0.096	6.101	0.659	0.961
SL1344_0357	SL1344_0357	hypothetical protein	0.074	3.206	1.000	1.000
SL1344_0358	SL1344_0358	AraC-family transcriptional regulator	0.062	5.847	0.742	0.976
SL1344_0359	foxA	ferrioxamine B receptor precursor	-0.030	6.254	0.880	1.000
SL1344_0360	yahN	RhtC-like transporter	-0.270	7.196	0.041	0.290
SL1344_0361	yahO	probable secreted protein	-0.015	5.714	1.000	1.000
SL1344_0362	prpR	propionate catabolism operon regulatory protein	-0.165	7.047	0.208	0.662
SL1344_0363	prpB	carboxyvinyl-carboxyphosphonate phosphorylmutase	-0.011	5.081	1.000	1.000
SL1344_0364	prpC	methylcitrate synthase	0.115	6.222	0.503	0.889
SL1344_0365	prpD	PrpD protein	-0.075	7.101	0.611	0.945
SL1344_0366	prpE	PrpE protein	0.131	5.328	0.653	0.960
SL1344_0368	yaiU	puative autotransporter/virulence factor	0.009	9.539	0.935	1.000
SL1344_0369	yaiV	conserved hypothetical protein	0.034	8.458	0.781	0.990
SL1344_0370	ampH	penicillin-binding protein AmpH	0.054	7.889	0.688	0.968
SL1344_0371	sbmA	probable ABC-transporter inner membrane protein SbmA	0.157	6.696	0.287	0.739
SL1344_0372	yaiW	hypothetical lipoprotein	-0.138	5.376	0.533	0.902
SL1344_0373	yaiY	hypothetical membrane protein	-0.702	3.232	0.161	0.593
SL1344_0374	yaiZ	hypothetical membrane protein	0.583	5.173	0.044	0.303
SL1344_0375	ddlA	D-alanine:D-alanine ligase A	0.506	5.457	0.043	0.297
SL1344_0376	SL1344_0376	hypothetical protein	0.464	6.568	0.002	0.033
SL1344_0377	SL1344_0377	possible efflux pump	1.275	8.253	0.003	0.035
SL1344_0378	yaiB	conserved hypothetical protein	0.557	6.985	0.001	0.015
SL1344_0379	psiF	phosphate starvation-inducible protein PsiF	-0.315	5.524	0.153	0.579
SL1344_0380	adrA	adrA protein	0.337	4.694	0.339	0.790
SL1344_0381	proC	pyrroline-5-carboxylate reductase	0.134	3.230	0.899	1.000
SL1344_0382	yaiI	conserved hypothetical protein	-0.543	3.470	0.215	0.673
SL1344_0383	aroL	shikimate kinase II	0.532	4.376	0.123	0.537
SL1344_0384	yaiA	conserved hypothetical protein	0.120	4.457	0.752	0.982
SL1344_0385	aroM	AroM protein	-0.364	4.557	0.282	0.731
SL1344_0386	yaiE	conserved hypothetical protein	-0.002	4.296	1.000	1.000
SL1344_0387	rdgC	recombination associated protein RdgC	0.437	1.815	0.786	0.990
SL1344_0388	yajF	hypothetical ROK-family protein	0.171	5.846	0.412	0.835
SL1344_0389	araJ	transmembrane efflux protein	-0.015	6.513	0.928	1.000
SL1344_0390	sbcC	exonuclease SbcC	0.077	6.330	0.663	0.963
SL1344_0391	sbcD	exonuclease SbcD	-0.158	5.531	0.494	0.882
SL1344_0392	phoB	phosphate regulon transcriptional regulatory protein PhoB	0.683	5.578	0.002	0.023
SL1344_0393	phoR	phosphate regulon sensor protein PhoR	0.227	6.327	0.189	0.639
SL1344_0394	brnQ	branched chain amino acid transport system II carrier protein	0.294	7.024	0.031	0.240
SL1344_0395	proY	proline-specific permease ProY	-0.024	5.122	1.000	1.000
SL1344_0396	malZ	maltodextrin glucosidase	-0.014	6.603	0.948	1.000
SL1344_0397	tsaA	alkyl hydroperoxide reductase	-0.286	4.680	0.358	0.801
SL1344_0398	yajB	conserved hypothetical protein	0.242	3.865	0.610	0.945
SL1344_0399	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.113	3.279	0.902	1.000
SL1344_0400	tgt	queuine tRNA-ribosyltransferase; tRNA-guanine transglycosylase	-1.106	4.211	0.001	0.020
SL1344_0401	yajC	hypothetical membrane protein	-1.669	2.180	0.028	0.227
SL1344_0404	SL1344_0404	conserved hypothetical protein	-0.049	2.816	1.000	1.000
SL1344_0405	SL1344_0405	hypothetical deoR-family transcriptional regulator	0.172	3.777	0.770	0.988
SL1344_0406	yajD	conserved hypothetical protein	0.936	2.508	0.150	0.574
SL1344_0407	tsx	nucleoside-specific channel-forming protein tsx precursor	0.127	5.395	0.617	0.947
SL1344_0408	yajI	hypothetical lipoprotein	0.241	6.401	0.137	0.552
SL1344_0409	nrdR	conserved hypothetical protein	0.750	3.067	0.230	0.682
SL1344_0410	ribD	riboflavin biosynthesis protein RibD	0.263	3.036	0.669	0.963
SL1344_0414	pgpA	phosphatidylglycerophosphatase A	0.646	4.241	0.069	0.391
SL1344_0415	yajO	hypothetical oxidoreductase	0.015	5.796	0.962	1.000
SL1344_0419	thiI	thiamine biosynthesis protein ThiI	-0.479	5.385	0.040	0.284
SL1344_0420	phnV	probable membrane component of 2-aminoethylphosphonate transporter	0.296	6.091	0.129	0.544
SL1344_0421	phnU	probable membrane component of 2-aminoethylphosphonate transporter	-0.013	4.723	1.000	1.000
SL1344_0422	phnT	probable ATP-binding component of 2-aminoethylphosphonate transporter	0.158	6.535	0.294	0.748
SL1344_0423	phnS	periplasmic binding component of 2-aminoethylphosphonate transporter	-0.065	6.899	0.679	0.965
SL1344_0424	phnR	probable regulator of 2-aminoethylphosphonate uptake and metabolism operon	-0.201	5.820	0.300	0.753
SL1344_0425	phnW	2-aminoethylphosphonate:pyruvate aminotransferase	-0.131	5.332	0.622	0.951
SL1344_0426	phnX	phosphonoacetaldehyde phosphonohydrolase	-0.143	5.832	0.454	0.858
SL1344_0427	thiJ	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis (ThiJ) protein	-0.140	4.054	0.711	0.973
SL1344_0428	apbA	2-dehydropantoate 2-reductase	-0.014	6.016	0.967	1.000
SL1344_0429	yajQ	conserved hypothetical protein	0.001	6.685	1.000	1.000
SL1344_0430	yajR	hpothetical major facilitator family transport protein	-0.091	6.120	0.654	0.960
SL1344_0430A	SL1344_0430A	pseudogene	0.051	5.529	0.792	0.993
SL1344_0431	SL1344_0431	hypothetical exported protein	-0.001	9.019	0.996	1.000
SL1344_0432	SL1344_0432	conserved hypothetical protein	-0.069	8.772	0.559	0.920
SL1344_0433	cyoE	cytochrome o ubiquinol oxidase C subunit	-0.385	5.070	0.127	0.543
SL1344_0435	cyoC	cytochrome o ubiquinol oxidase subunit III	-0.531	4.114	0.175	0.619
SL1344_0436	cyoB	cytochrome o ubiquinol oxidase subunit I	0.246	5.543	0.267	0.709
SL1344_0437	cyoA	cytochrome o ubiquinol oxidase subunit II	-0.131	4.661	0.720	0.975
SL1344_0438	ampG	muropeptide MFS transporter protein	-0.048	7.265	0.761	0.985
SL1344_0439	yajG	hypothetical lipoprotein	0.154	6.428	0.419	0.839
SL1344_0440	bolA	BolA protein	0.163	4.679	0.725	0.975
SL1344_0441	tig	trigger factor	0.756	4.713	0.010	0.101
SL1344_0443	clpX	ATP-dependent clp protease ATP-binding subunit ClpX	-1.217	3.288	0.020	0.179
SL1344_0445	hupB	DNA-binding protein HU-beta	-0.481	4.203	0.268	0.711
SL1344_0446	cypD	peptidyl-prolyl cis-trans isomerase D	-0.021	5.286	0.959	1.000
SL1344_0447	comE1	competence gene-DNA binding and transport	0.319	5.776	0.113	0.521
SL1344_0448	ybaW	conserved hypothetical protein	-0.356	5.240	0.127	0.543
SL1344_0449	ybaX	conserved hypothetical protein	-0.478	4.379	0.141	0.561
SL1344_0450	ybaE	hypothetical solute-binding protein	0.111	5.965	0.576	0.932
SL1344_0451	cof	conserved hypothetical protein	0.107	4.712	0.800	0.996
SL1344_0452	SL1344_0452	hypothetical lyase	0.201	5.302	0.386	0.819
SL1344_0453	ybaO	hypothetical transcriptional regulator	-0.077	5.258	0.833	1.000
SL1344_0454	mdlA	hypothetical ABC transporter ATP-binding membrane protein	0.239	6.573	0.119	0.526
SL1344_0455	mdlB	hypothetical ABC transporter ATP-binding membrane protein	0.162	6.732	0.288	0.739
SL1344_0456	glnK	nitrogen regulatory protein P-II	-0.140	2.710	1.000	1.000
SL1344_0457	amtB	probable ammonium transporter	-0.068	6.340	0.753	0.982
SL1344_0458	tesB	acyl-CoA thioesterase II	-0.054	3.992	1.000	1.000
SL1344_0459	ybaY	conserved hypothetical lipoprotein	0.238	5.140	0.355	0.800
SL1344_0460	ybaZ	hypothetical methylated-DNA methyltransferase	0.368	2.465	0.594	0.938
SL1344_0461	ylaB	hypothetical 58.9 kDa protein in tesb-hha intergenic region. Contains probable N-terminal signal sequence	0.266	5.935	0.212	0.669
SL1344_0462	rpmE2	hypothetical 50s ribosomal protein L31 (second copy)	-0.180	4.008	0.739	0.976
SL1344_0463	rpmJa	hypothetical 50s ribosomal protein L36 (second copy)	0.923	2.782	0.235	0.686
SL1344_0464	ylaC	hypothetical membrane protein	0.316	5.675	0.176	0.620
SL1344_0465	maa	maltose O-acetyltransferase	0.002	6.566	1.000	1.000
SL1344_0466	hha	haemolysin expression modulating protein	-0.695	2.950	0.255	0.701
SL1344_0467	ybaJ	conserved hypothetical protein	-0.126	7.925	0.367	0.803
SL1344_0468	acrB	acriflavin resistance protein B	-0.075	7.565	0.592	0.937
SL1344_0469	acrA	acriflavin resistance protein A precursor	0.713	4.519	0.025	0.204
SL1344_0470	acrR	potential acrAB operon repressor	0.026	6.038	0.934	1.000
SL1344_0471	aefA	integral membrane protein AefA	-0.116	7.950	0.359	0.802
SL1344_0472	SL1344_0472	conserved hypothetical protein	-0.054	6.313	0.787	0.991
SL1344_0474	priC	primosomal replication protein N	0.284	4.432	0.407	0.832
SL1344_0476	apt	adenine phosphoribosyltransferase	-0.292	4.206	0.432	0.846
SL1344_0477	dnaX	DNA polymerase III subunits gamma and tau	-1.908	1.512	0.197	0.648
SL1344_0478	ybaB	conserved hypothetical protein	-0.219	2.230	0.837	1.000
SL1344_0479	recR	recombination protein RecR	-0.592	3.100	0.254	0.701
SL1344_0480	htpG	heat shock protein HtpG	0.283	5.516	0.220	0.676
SL1344_0483	aes	acetyl esterase	-0.379	5.639	0.061	0.364
SL1344_0484	gsk	inosine-guanosine kinase	-0.008	5.925	1.000	1.000
SL1344_0485	ybaL	hypothetical transport protein	0.332	5.937	0.127	0.543
SL1344_0486	fsr	fosmidomycin resistance protein	0.008	5.508	0.965	1.000
SL1344_0487	ushA	UDP-sugar hydrolase	0.020	8.126	0.878	1.000
SL1344_0488	ybaK	conserved hypothetical protein	-0.411	4.429	0.262	0.708
SL1344_0489	ybaP	conserved hypothetical protein	0.071	5.695	0.759	0.985
SL1344_0490	SL1344_0490	probable secreted protein	0.019	7.629	0.886	1.000
SL1344_0491	copA	copper-transporting ATPase	0.082	7.734	0.532	0.902
SL1344_0492	cueR	copper efflux regulator	-1.448	1.331	0.469	0.865
SL1344_0493	ybbJ	hypothetical membrane protein	2.101	2.708	0.010	0.100
SL1344_0494	ybbK	hypothetical membrane protein	-0.049	5.869	0.813	1.000
SL1344_0495	ybbL	hypothetical ABC transporter ATP-binding protein	0.130	7.818	0.337	0.790
SL1344_0496	ybbM	hypothetical membrane protein	0.055	6.128	0.814	1.000
SL1344_0497	ybbN	thioredoxin-like protein	-0.014	6.558	0.944	1.000
SL1344_0498	ybbO	hypothetical oxidoreductase	-0.425	4.270	0.219	0.676
SL1344_0499	tesA	acyl-coA thioesterase I	0.177	4.717	0.572	0.929
SL1344_0500	ybbA	hypothetical ABC transporter ATP-binding protein	0.033	4.824	0.945	1.000
SL1344_0501	ybbP	hypothetical membrane protein	-0.067	7.594	0.625	0.952
SL1344_0502	SL1344_0502	outer membrane protein	0.156	6.695	0.362	0.803
SL1344_0503	sfbA	lipoprotein	-0.027	5.052	0.952	1.000
SL1344_0504	sfbB	ABC transporter ATP-binding protein	0.244	6.228	0.196	0.647
SL1344_0505	sfbC	ABC transporter integral membrane protein	-0.547	4.652	0.084	0.436
SL1344_0506	ybbB	hypothetical ATP-binding protein	-0.385	4.607	0.179	0.626
SL1344_0507	ybbS	hypothetical lysR-family transcriptional regulator	0.172	5.242	0.507	0.890
SL1344_0508	allA	ureidoglycolate hydrolase	-0.543	3.205	0.315	0.771
SL1344_0509	allR	negative regulator of allantoin and glyoxylate utilization operons	0.378	6.866	0.014	0.132
SL1344_0510	gcl	glyoxylate carboligase	-0.206	7.338	0.132	0.546
SL1344_0511	gip	hydroxypyruvate isomerase	-0.008	7.918	0.952	1.000
SL1344_0512	garRa	2-hydroxy-3-oxopropionate reductase	0.067	8.290	0.591	0.937
SL1344_0513	SL1344_0513	probable metabolite transport protein	-0.049	9.556	0.661	0.962
SL1344_0515	allP	hypothetical allantoin permease	0.020	7.649	0.899	1.000
SL1344_0516	allB	allantoinase	-0.281	6.988	0.041	0.289
SL1344_0517	ybbY	hypothetical permease protein	0.087	7.676	0.515	0.895
SL1344_0518	glxK	glycerate kinase	-0.283	5.334	0.208	0.661
SL1344_0519	ylbA	conserved hypothetical protein	-0.178	8.556	0.136	0.552
SL1344_0520	allC	allantoate amidohydrolase	0.032	7.728	0.816	1.000
SL1344_0521	allD	ureidoglycolate dehydrogenase	-0.088	8.044	0.495	0.883
SL1344_0522	fdrA	FdrA protein	0.225	5.860	0.287	0.739
SL1344_0523	ylbE	conserved hypothetical protein	-0.086	6.042	0.635	0.956
SL1344_0524	ylbF	conserved hypothetical protein	-0.100	5.685	0.731	0.975
SL1344_0525	arcC	carbamate kinase	-0.317	5.168	0.179	0.626
SL1344_0526	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit	-0.586	4.982	0.023	0.195
SL1344_0527	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit	-4.177	2.892	0.000	0.000
SL1344_0529	ppiB	peptidyl-prolyl cis-trans isomerase B	-0.472	3.232	0.361	0.803
SL1344_0531	SL1344_0531	hypothetical exported outer membrane protein	0.103	4.541	0.763	0.985
SL1344_0532	SL1344_0532	hypothetical exported protein	-0.131	6.585	0.396	0.826
SL1344_0533	ybcI	hypothetical membrane protein	-0.331	4.741	0.270	0.713
SL1344_0534	ybcJ	conserved hypothetical protein	-0.616	4.514	0.109	0.508
SL1344_0535	folD	FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase]	-0.232	2.423	0.852	1.000
SL1344_0536	fimA	type-1 fimbrial protein, a chain precursor	-0.128	7.782	0.318	0.775
SL1344_0537	fimI	major pilin protein	-0.186	6.197	0.287	0.739
SL1344_0538	fimC	fimbrial chaperone protein	-0.010	7.528	0.968	1.000
SL1344_0539	fimD	outer membrane usher protein FimD precursor	-0.053	7.965	0.718	0.975
SL1344_0540	fimH	FimH protein precursor	-0.056	6.627	0.734	0.976
SL1344_0541	fimF	hypothetical fimbrial protein in fimZ 5' region	-0.314	6.028	0.078	0.421
SL1344_0542	fimZ	probable transcriptional regulator (FimXZ protein)	-0.271	6.266	0.099	0.483
SL1344_0543	fimY	fimbriae Y protein	-0.045	8.000	0.731	0.975
SL1344_0544	SL1344_0544	hypothetical protein	-0.100	6.681	0.570	0.927
SL1344_0545	fimW	fimbriae w protein	0.146	7.372	0.313	0.767
SL1344_0546	SL1344_0546	pseudogene	-0.022	6.750	0.896	1.000
SL1344_0547	SL1344_0547	hypothetical membrane protein	-0.124	7.865	0.333	0.788
SL1344_0548	gtrBa	bactoprenol glucosyl transferase	-0.024	7.931	0.842	1.000
SL1344_0549	gtrAa	bactoprenol-linked glucose translocase	-0.171	6.633	0.282	0.732
SL1344_0550	SL1344_0550	pseudogene	-0.010	7.754	0.958	1.000
SL1344_0550A	cusA	pseudogene	-0.189	3.653	0.661	0.962
SL1344_0551	ykgD	hypothetical araC-family transcriptional regulator	0.075	5.645	0.720	0.975
SL1344_0552	ykgC	probable pyridine nucleotide-disulfide oxidoreductase	-0.131	7.140	0.363	0.803
SL1344_0553	SL1344_0553	hypothetical secreted protein	0.335	4.848	0.249	0.699
SL1344_0554	ykgB	hypothetical membrane protein	-0.089	7.859	0.485	0.878
SL1344_0555	SL1344_0555	conserved hypothetical protein	0.278	6.465	0.075	0.413
SL1344_0556	pheP	phenylalanine-specific permease	0.102	7.133	0.477	0.870
SL1344_0557	ybdG	hypothetical membrane protein	-0.111	8.417	0.363	0.803
SL1344_0558	apeE	outer membrane esterase	0.047	6.635	0.739	0.976
SL1344_0559	SL1344_0559	sigma 54-associated DNA-binding protein	-0.067	7.940	0.613	0.946
SL1344_0560	SL1344_0560	similar to a hypothetical phospohtase isomerase	0.020	7.723	0.886	1.000
SL1344_0561	SL1344_0561	Putative GTP Binding protein	-0.203	7.146	0.146	0.566
SL1344_0562	manZ	mannose specific permease	0.051	5.266	0.913	1.000
SL1344_0563	manY	mannose specific permease	-0.196	3.124	0.910	1.000
SL1344_0564	manX	mannose specific permease	-0.060	4.228	0.934	1.000
SL1344_0566	nfnB	oxygen-insensitive NAD(P)H nitroreductase	0.081	5.684	0.712	0.973
SL1344_0567	ybdF	conserved hypothetical protein	0.105	5.859	0.583	0.933
SL1344_0568	ramR	Regulation of MDR efflux	-1.214	3.070	0.026	0.210
SL1344_0569	ramA	transcriptional activator RamA	-0.126	3.284	0.903	1.000
SL1344_0571	ybdK	conserved hypothetical protein	-0.216	6.512	0.158	0.588
SL1344_0572	entD	enterobactin synthetase component D	-0.161	4.748	0.571	0.928
SL1344_0573	fepA	ferrienterobactin receptor precursor	-0.158	7.008	0.236	0.686
SL1344_0574	fes	enterochelin esterase	-0.326	5.579	0.188	0.639
SL1344_0575	ybdZ	conserved hypothetical protein	1.537	4.179	0.078	0.423
SL1344_0576	entF	enterobactin synthetase component F	0.082	7.741	0.539	0.904
SL1344_0577	fepE	responsible for the production of very long (VL) modal length LPS Oag	0.145	9.102	0.219	0.676
SL1344_0578	fepC	ferric enterobactin transport ATP-binding protein FepC	-1.485	2.071	0.149	0.574
SL1344_0579	fepG	ferric enterobactin transport protein FepG	0.724	1.746	0.786	0.990
